pm10,so2,co,o3,no2,kategori
62.0,44.0,7.0,42.0,7.0,2.0
67.0,41.0,31.0,44.0,7.0,2.0
66.0,42.0,41.0,57.0,10.0,2.0
69.0,42.0,23.0,64.0,8.0,2.0
51.0,42.0,14.0,61.0,7.0,2.0
52.0,41.0,21.0,46.0,8.0,2.0
60.0,42.0,23.0,93.0,7.0,2.0
47.0,43.0,8.0,78.0,7.0,2.0
16.0,41.0,16.0,73.0,11.0,2.0
46.0,40.0,9.0,58.0,5.0,2.0
22.0,39.0,6.0,23.0,3.0,3.0
50.0,22.0,26.0,45.0,8.0,3.0
17.0,19.0,5.0,30.0,2.0,3.0
40.0,25.0,12.0,84.0,4.0,2.0
43.0,25.0,9.0,146.0,7.0,1.0
58.0,23.0,19.0,67.0,10.0,2.0
75.0,32.0,28.0,64.0,13.0,2.0
54.0,26.0,16.0,85.0,11.0,2.0
58.0,21.0,23.0,65.0,8.0,2.0
63.0,25.0,29.0,115.0,11.0,1.0
60.0,23.0,22.0,83.0,10.0,2.0
59.0,24.0,24.0,111.0,8.0,1.0
57.0,26.0,12.0,69.0,7.0,2.0
43.0,28.0,7.0,50.0,7.0,3.0
50.0,24.0,14.0,135.0,6.0,1.0
47.0,25.0,11.0,55.0,7.0,2.0
43.0,27.0,9.0,64.0,8.0,2.0
58.0,24.0,14.0,78.0,7.0,2.0
55.0,25.0,11.0,104.0,6.0,1.0
59.0,24.0,22.0,115.0,11.0,1.0
49.0,28.0,8.0,55.0,7.0,2.0
55.0,24.0,22.0,60.0,8.0,2.0
51.0,23.0,21.0,50.0,8.0,2.0
61.0,32.0,19.0,69.0,9.0,2.0
36.0,25.0,9.0,71.0,4.0,2.0
30.0,24.0,12.0,49.0,10.0,3.0
37.0,27.0,14.0,66.0,10.0,2.0
33.0,25.0,6.0,50.0,4.0,3.0
36.0,27.0,11.0,84.0,9.0,2.0
30.0,23.0,8.0,29.0,3.0,3.0
13.0,23.0,4.0,30.0,2.0,3.0
22.0,17.0,4.0,19.0,8.0,3.0
25.0,18.0,4.0,28.0,7.0,3.0
29.0,19.0,8.0,48.0,14.0,3.0
39.0,29.0,8.0,52.0,17.0,2.0
28.0,22.0,7.0,34.0,11.0,3.0
31.0,22.0,7.0,30.0,9.0,3.0
25.0,22.0,6.0,18.0,9.0,3.0
36.0,31.0,8.0,23.0,8.0,2.0
32.0,22.0,5.0,25.0,8.0,3.0
32.0,30.0,4.0,25.0,7.0,3.0
32.0,24.0,9.0,21.0,12.0,3.0
23.0,19.0,6.0,29.0,10.0,3.0
29.0,20.0,5.0,29.0,6.0,3.0
25.0,18.0,4.0,29.0,9.0,3.0
26.0,18.0,6.0,24.0,8.0,3.0
21.0,17.0,5.0,19.0,7.0,3.0
24.0,21.0,5.0,30.0,7.0,3.0
25.0,19.0,5.0,25.0,8.0,3.0
27.0,19.0,6.0,24.0,9.0,3.0
37.0,20.0,9.0,19.0,8.0,3.0
17.0,17.0,4.0,14.0,5.0,3.0
23.0,19.0,6.0,16.0,10.0,3.0
43.0,26.0,29.0,26.0,13.0,2.0
40.0,26.0,8.0,31.0,8.0,2.0
23.0,23.0,4.0,25.0,5.0,3.0
23.0,26.0,3.0,30.0,6.0,3.0
24.0,26.0,5.0,35.0,5.0,3.0
26.0,27.0,4.0,33.0,8.0,3.0
21.0,23.0,5.0,28.0,6.0,3.0
19.0,22.0,4.0,25.0,7.0,3.0
26.0,25.0,8.0,29.0,10.0,3.0
22.0,20.0,5.0,45.0,4.0,3.0
32.0,21.0,6.0,48.0,13.0,2.0
32.0,20.0,9.0,68.0,18.0,2.0
41.0,23.0,9.0,45.0,20.0,2.0
31.0,22.0,8.0,34.0,12.0,3.0
35.0,23.0,8.0,34.0,7.0,2.0
23.0,22.0,6.0,38.0,8.0,3.0
35.0,24.0,11.0,39.0,8.0,3.0
34.0,22.0,5.0,42.0,5.0,3.0
33.0,26.0,4.0,32.0,15.0,3.0
30.0,26.0,8.0,43.0,13.0,3.0
23.0,21.0,7.0,46.0,13.0,3.0
29.0,23.0,7.0,40.0,12.0,3.0
27.0,22.0,7.0,54.0,9.0,2.0
28.0,21.0,7.0,47.0,6.0,3.0
25.0,21.0,7.0,43.0,6.0,3.0
25.0,22.0,6.0,45.0,14.0,3.0
26.0,22.0,5.0,46.0,5.0,3.0
28.0,22.0,6.0,39.0,6.0,3.0
38.0,23.0,8.0,39.0,6.0,2.0
14.0,21.0,5.0,33.0,4.0,3.0
23.0,22.0,7.0,45.0,13.0,3.0
42.0,22.0,11.0,53.0,13.0,2.0
49.0,28.0,9.0,62.0,11.0,2.0
24.0,21.0,6.0,31.0,4.0,3.0
20.0,22.0,5.0,46.0,3.0,3.0
22.0,23.0,5.0,33.0,8.0,3.0
27.0,23.0,4.0,42.0,17.0,3.0
26.0,23.0,4.0,45.0,19.0,3.0
25.0,84.0,6.0,54.0,4.0,2.0
33.0,16.0,11.0,64.0,9.0,2.0
47.0,43.0,15.0,17.0,5.0,2.0
51.0,43.0,7.0,27.0,4.0,2.0
42.0,43.0,11.0,28.0,6.0,2.0
46.0,50.0,6.0,30.0,8.0,2.0
31.0,46.0,4.0,24.0,2.0,3.0
33.0,46.0,4.0,14.0,3.0,3.0
22.0,44.0,6.0,20.0,1.0,3.0
37.0,44.0,7.0,16.0,3.0,3.0
31.0,44.0,7.0,16.0,11.451357358111148,3.0
29.0,46.0,5.0,27.0,4.0,3.0
34.0,51.0,12.0,38.0,5.0,2.0
38.0,51.0,7.0,23.0,6.0,2.0
45.0,11.0,7.0,46.0,5.0,2.0
32.0,3.0,13.0,12.0,5.0,2.0
28.0,35.0,16.0,31.0,6.0,3.0
32.0,9.0,10.0,36.0,2.0,3.0
39.0,10.0,12.0,33.0,3.0,2.0
36.0,16.0,13.0,36.0,3.0,3.0
25.0,16.0,12.0,27.0,5.0,3.0
40.0,24.0,10.0,20.0,3.0,2.0
68.0,15.0,25.0,29.0,5.0,1.0
52.0,16.0,9.0,42.0,6.0,2.0
39.0,14.0,7.0,28.0,3.0,2.0
37.0,13.0,5.0,27.0,2.0,2.0
44.0,15.0,8.0,48.0,4.0,2.0
45.0,14.0,12.0,53.0,4.0,2.0
25.0,13.0,4.0,21.0,2.0,3.0
39.0,13.0,6.0,18.0,3.0,3.0
41.0,10.0,9.0,24.0,27.0,3.0
29.0,40.0,13.0,20.0,4.0,3.0
38.0,40.0,10.0,41.0,6.0,3.0
31.0,41.0,10.0,47.0,6.0,3.0
40.0,45.0,10.0,54.0,7.0,2.0
28.0,42.0,7.0,23.0,3.0,3.0
31.0,41.0,9.0,25.0,4.0,3.0
23.0,42.0,8.0,34.0,3.0,3.0
31.0,42.0,13.0,34.0,4.0,3.0
27.0,41.0,6.0,28.0,2.0,3.0
29.0,43.0,6.0,36.0,3.0,3.0
36.0,43.0,12.0,35.0,6.0,3.0
33.0,42.0,10.0,25.0,5.0,3.0
29.0,43.0,6.0,30.0,4.0,3.0
27.0,42.0,10.0,29.0,5.0,3.0
36.0,41.0,11.0,22.0,6.0,3.0
25.0,41.0,8.0,20.0,4.0,3.0
29.0,43.0,9.0,22.0,4.0,3.0
25.0,42.0,5.0,30.0,3.0,3.0
29.0,42.0,7.0,24.0,3.0,3.0
28.0,42.0,9.0,25.0,3.0,3.0
16.0,41.0,6.0,15.0,3.0,3.0
27.0,40.0,10.0,29.0,3.0,3.0
56.0,34.0,18.0,43.0,7.0,2.0
51.0,36.0,11.0,38.0,7.0,2.0
25.0,34.0,10.0,34.0,4.0,3.0
25.0,34.0,7.0,33.0,3.0,3.0
30.0,35.0,10.0,44.0,4.0,3.0
29.0,34.0,9.0,31.0,3.0,3.0
21.0,34.0,5.0,20.0,2.0,3.0
26.0,34.0,6.0,15.0,3.0,3.0
28.0,36.0,10.0,27.0,3.0,3.0
13.0,23.0,4.0,28.0,11.0,3.0
23.0,26.0,5.0,46.0,3.0,3.0
25.0,28.0,7.0,67.0,4.0,2.0
34.0,37.0,8.0,56.0,9.0,2.0
25.0,30.0,5.0,48.0,2.0,3.0
25.0,29.0,9.0,26.0,4.0,3.0
17.0,31.0,5.0,26.0,4.0,3.0
35.0,38.0,11.0,25.0,4.0,3.0
27.0,31.0,4.0,25.0,3.0,3.0
30.0,41.0,5.0,33.0,2.0,3.0
34.0,37.0,10.0,32.0,7.0,3.0
22.0,26.0,7.0,34.0,1.9759197607659837,3.0
25.0,31.0,5.0,33.0,3.0,3.0
20.0,26.0,7.0,40.0,13.0,3.0
22.0,26.0,5.0,31.0,3.0,3.0
15.0,26.0,4.0,28.0,6.490775113649862,3.0
20.0,34.0,4.0,39.0,3.0,3.0
16.0,30.0,4.0,38.0,3.0,3.0
21.0,28.0,5.0,29.0,3.0,3.0
28.0,33.0,6.0,20.0,3.0,3.0
12.0,26.0,4.0,18.0,9.087870110592505,3.0
19.0,29.0,5.0,39.0,2.0,3.0
32.0,30.0,9.0,34.0,3.0,3.0
29.0,31.0,9.0,28.0,2.0,3.0
24.0,27.0,7.0,18.0,3.0,3.0
17.0,33.0,4.0,26.0,15.091573921399906,3.0
18.0,32.0,4.0,41.0,5.249533294045773,3.0
22.0,33.0,5.0,35.0,3.0,3.0
15.0,28.0,4.0,27.0,3.7539786888414524,3.0
16.0,7.0,3.0,21.0,2.0,3.0
18.0,13.0,6.0,24.0,3.0,3.0
38.0,29.0,6.0,31.0,13.0,2.0
27.0,27.0,7.0,47.0,7.0,3.0
44.0,25.0,7.0,40.0,13.0,2.0
30.0,24.0,4.0,32.0,7.0,3.0
38.0,24.0,6.0,31.0,9.0,2.0
41.0,23.0,13.0,46.0,13.0,2.0
35.0,22.0,6.0,39.0,10.0,3.0
37.0,26.0,16.0,17.0,10.0,2.0
47.0,16.0,27.0,22.0,12.0,2.0
23.0,16.0,11.0,33.0,8.0,3.0
38.0,17.0,14.0,27.0,10.0,2.0
29.0,20.0,12.0,26.0,15.0,3.0
34.0,17.0,13.0,20.0,9.0,3.0
36.0,15.0,15.0,26.0,13.0,2.0
42.0,14.0,15.0,32.0,12.0,2.0
52.0,15.0,17.0,25.0,14.0,2.0
52.0,17.0,15.0,26.0,14.0,2.0
40.0,16.0,11.0,26.0,12.0,2.0
31.0,13.0,12.0,25.0,12.0,3.0
35.0,12.0,12.0,22.0,13.0,3.0
43.0,13.0,14.0,28.0,15.0,2.0
49.0,14.0,14.0,28.0,15.0,2.0
72.0,14.0,43.0,44.0,20.0,1.0
33.0,12.0,14.0,23.0,10.0,3.0
56.0,13.0,29.0,62.0,15.0,2.0
52.0,14.0,19.0,28.0,13.0,2.0
20.0,13.0,10.0,19.0,8.0,3.0
27.0,14.0,18.0,17.0,11.0,3.0
30.0,16.0,17.0,24.0,11.0,2.0
27.0,13.0,16.0,24.0,12.0,3.0
36.0,13.0,16.0,26.0,10.0,2.0
38.0,2.0,11.0,65.0,6.0,2.0
29.0,13.0,12.0,80.0,12.0,2.0
37.0,22.0,10.0,86.0,13.0,2.0
30.0,6.0,9.0,77.0,7.0,2.0
35.0,24.0,8.0,77.0,7.0,2.0
48.0,24.0,12.0,85.0,14.0,2.0
35.0,15.0,9.0,72.0,15.0,2.0
38.0,12.0,11.0,71.0,9.0,2.0
51.0,12.0,27.0,80.0,12.0,2.0
24.0,13.0,10.0,59.0,14.0,2.0
35.0,13.0,12.0,68.0,13.0,2.0
27.0,15.0,7.0,77.0,15.0,2.0
33.0,13.0,10.0,68.0,7.0,2.0
28.0,11.0,6.0,65.0,11.0,2.0
42.0,11.0,14.0,65.0,12.0,2.0
49.0,13.0,10.0,67.0,9.0,2.0
55.0,16.0,10.0,93.0,10.0,2.0
35.0,13.0,5.0,78.0,9.0,2.0
31.0,11.0,6.0,58.0,9.0,2.0
42.0,11.0,6.0,72.0,6.0,2.0
46.0,12.0,9.0,67.0,13.0,2.0
51.0,12.0,8.0,67.0,16.0,2.0
73.0,14.0,43.0,104.0,19.0,1.0
51.0,12.0,9.0,75.0,7.0,2.0
62.0,14.0,26.0,134.0,14.0,1.0
54.0,26.0,14.0,71.0,12.0,2.0
21.0,25.0,7.0,63.0,5.0,2.0
28.0,25.0,10.0,53.0,7.0,2.0
28.0,26.0,7.0,65.0,9.0,2.0
27.0,25.0,10.0,64.0,8.0,2.0
38.0,24.0,11.0,68.0,7.0,2.0
43.0,15.0,10.0,33.0,5.0,2.0
58.0,15.0,22.0,38.0,5.0,2.0
64.0,14.0,20.0,35.0,5.0,2.0
50.0,13.0,15.0,17.0,4.0,2.0
59.0,15.0,19.0,42.0,7.0,2.0
52.0,18.0,28.0,52.0,11.0,2.0
22.0,16.0,12.0,44.0,5.0,2.0
26.0,21.0,22.0,40.0,9.0,2.0
25.0,17.0,32.0,31.0,8.0,2.0
15.0,16.0,7.0,23.0,4.0,3.0
62.0,17.0,15.0,56.0,4.0,2.0
88.0,18.0,9.0,37.0,4.0,2.0
26.0,16.0,6.0,39.0,3.0,3.0
29.0,20.0,14.0,40.0,8.0,2.0
24.0,19.0,16.0,64.0,6.0,2.0
70.0,19.0,16.0,60.0,7.0,2.0
58.0,22.0,11.0,43.0,9.0,2.0
51.0,21.0,7.0,38.0,5.0,2.0
42.0,19.0,7.0,37.0,6.0,2.0
46.0,17.0,17.0,41.0,10.0,3.0
52.0,18.0,19.0,44.0,9.0,2.0
84.0,20.0,33.0,57.0,10.0,1.0
89.0,19.0,42.0,64.0,13.0,1.0
64.0,19.0,31.0,34.0,10.0,2.0
60.0,18.0,23.0,67.0,8.0,2.0
54.0,18.0,15.0,50.0,7.0,2.0
33.0,17.0,5.0,30.0,4.0,3.0
26.0,16.0,9.0,26.0,5.0,3.0
28.0,17.0,9.0,48.0,4.0,3.0
46.0,16.0,10.0,41.0,4.0,3.0
38.0,17.0,7.0,39.0,4.0,3.0
41.0,37.0,14.0,35.0,4.0,3.0
44.0,38.0,38.0,59.0,3.0,2.0
50.0,37.0,16.0,52.0,5.0,2.0
45.0,36.0,16.0,24.0,3.0,3.0
52.0,36.0,15.0,35.0,8.0,2.0
73.0,32.0,29.0,66.0,6.0,2.0
36.0,30.0,19.0,55.0,5.0,2.0
36.0,31.0,23.0,51.0,6.0,2.0
60.0,30.0,34.0,42.0,6.0,2.0
14.0,28.0,9.0,38.0,3.0,3.0
51.0,29.0,17.0,57.0,4.0,2.0
23.0,28.0,11.0,44.0,4.0,3.0
36.0,27.0,8.0,32.0,3.0,3.0
35.0,28.0,13.0,38.0,5.0,3.0
51.0,26.0,20.0,56.0,5.0,2.0
47.0,27.0,18.0,38.0,7.0,3.0
52.0,28.0,12.0,41.0,8.0,2.0
34.0,28.0,10.0,37.0,4.0,3.0
25.0,26.0,12.0,31.0,7.0,3.0
54.0,25.0,16.0,33.0,8.0,2.0
63.0,25.0,21.0,38.0,7.0,2.0
52.0,26.0,32.0,54.0,8.0,2.0
89.0,27.0,47.0,61.0,11.0,2.0
57.0,26.0,34.0,39.0,7.0,2.0
18.0,25.0,7.0,19.0,4.0,3.0
23.0,25.0,11.0,20.0,5.0,3.0
27.0,26.0,9.0,36.0,4.0,3.0
21.0,26.0,16.0,32.0,6.0,3.0
33.0,7.0,17.0,64.0,8.0,3.0
37.0,20.0,12.0,25.0,4.0,3.0
33.0,18.0,20.0,64.0,6.0,2.0
42.0,15.0,10.0,62.0,3.0,2.0
27.0,14.0,7.0,31.0,4.0,3.0
41.0,15.0,9.0,28.0,8.671949272990194,3.0
33.0,12.0,19.0,46.0,8.0,3.0
27.0,13.0,11.0,36.0,11.0,3.0
36.0,18.0,19.0,28.0,9.303533396370039,3.0
46.0,17.0,26.0,27.0,12.0,3.0
19.0,20.0,8.0,34.0,5.0,3.0
33.0,21.0,10.0,34.0,9.0,3.0
25.0,22.0,6.0,38.0,6.0,3.0
25.0,20.0,5.0,27.0,9.0,3.0
32.0,17.0,8.0,36.0,7.0,3.0
52.0,15.0,15.0,41.0,7.0,2.0
35.0,18.0,12.0,37.0,8.0,3.0
77.0,20.0,15.0,32.0,9.0,3.0
107.0,22.0,8.0,31.0,4.0,3.0
29.0,14.0,6.0,35.0,5.0,3.0
30.0,15.0,7.0,33.0,12.392151437470705,3.0
43.0,16.0,15.0,37.0,8.0,3.0
45.0,21.0,13.0,40.0,15.0,3.0
80.0,22.0,44.0,44.0,22.0,2.0
27.0,14.0,9.0,29.0,1.7577175764487567,3.0
55.0,19.0,29.0,67.0,13.0,2.0
57.0,21.0,23.0,36.0,16.0,2.0
15.0,16.0,5.0,20.0,8.881965931998156,3.0
28.0,19.0,11.0,28.0,12.86143130628544,3.0
30.0,22.0,10.0,32.0,11.0,3.0
24.0,17.0,8.0,27.0,10.0,3.0
41.0,17.0,19.0,29.0,8.0,3.0
59.0,21.0,26.0,15.0,31.0,2.0
30.0,21.0,14.0,16.0,24.0,3.0
23.0,19.0,11.0,14.0,19.0,3.0
36.0,23.0,14.0,12.0,24.0,2.0
29.0,20.0,14.0,12.0,21.0,3.0
27.0,21.0,8.0,21.0,15.0,3.0
25.0,19.0,7.0,19.0,12.0,3.0
24.0,19.0,10.0,18.0,17.0,3.0
33.0,22.0,12.0,14.0,22.0,3.0
32.0,21.0,10.0,12.0,16.0,3.0
26.0,23.0,13.0,9.0,17.0,3.0
41.0,26.0,16.0,10.0,16.0,2.0
25.0,20.0,9.0,19.0,16.0,3.0
33.0,18.0,11.0,19.0,19.0,3.0
34.0,20.0,13.0,17.0,25.0,3.0
26.0,18.0,11.0,18.0,26.0,3.0
39.0,23.0,23.0,12.0,33.0,2.0
43.0,29.0,13.0,12.0,29.0,2.0
29.0,19.0,20.0,12.0,23.0,3.0
30.0,18.0,11.0,18.0,20.0,3.0
31.0,18.0,10.0,16.0,17.0,3.0
51.0,20.0,18.0,11.0,23.0,2.0
50.0,22.0,11.0,20.0,23.0,2.0
30.0,22.0,10.0,9.0,16.0,3.0
31.0,26.0,12.0,14.0,17.0,3.0
29.0,18.0,13.0,18.0,20.0,3.0
49.0,23.0,15.0,17.0,31.0,2.0
43.0,19.0,12.0,19.0,18.0,2.0
64.0,38.0,16.0,46.0,25.0,2.0
30.0,38.0,4.0,55.0,15.0,2.0
24.0,38.0,4.0,42.0,15.0,3.0
33.0,39.0,7.0,47.0,15.0,3.0
25.0,39.0,5.0,45.0,13.0,3.0
30.0,37.0,12.0,57.0,9.0,2.0
28.0,37.0,23.0,57.0,5.0,2.0
26.0,37.0,49.0,54.0,12.0,2.0
33.0,39.0,6.0,47.0,16.0,3.0
34.0,39.0,4.0,49.0,10.0,3.0
33.0,43.0,6.0,35.0,11.0,3.0
43.0,43.0,14.0,33.0,11.0,2.0
27.0,38.0,8.0,40.0,11.0,3.0
34.0,40.0,11.0,42.0,14.0,2.0
36.0,39.0,13.0,37.0,17.0,2.0
28.0,38.0,11.0,42.0,15.0,3.0
41.0,40.0,25.0,41.0,27.0,2.0
40.0,44.0,10.0,41.0,16.0,2.0
32.0,42.0,16.0,41.0,20.0,2.0
31.0,38.0,8.0,53.0,9.0,2.0
36.0,39.0,9.0,48.0,9.0,3.0
60.0,42.0,15.0,41.0,19.0,2.0
48.0,40.0,9.0,54.0,17.0,2.0
30.0,40.0,10.0,33.0,10.0,3.0
30.0,43.0,12.0,45.0,12.0,3.0
45.0,43.0,13.0,33.0,19.0,2.0
59.0,44.0,15.0,50.0,20.0,2.0
66.0,40.0,14.0,60.0,18.0,2.0
73.0,28.0,18.0,26.0,18.0,1.0
53.0,25.0,10.0,27.0,14.0,2.0
32.0,27.0,6.0,24.0,9.0,2.0
29.0,26.0,11.0,24.0,13.0,2.0
27.0,24.0,10.0,24.0,12.0,2.0
34.0,24.0,8.0,32.0,12.0,2.0
33.0,24.0,9.0,30.0,13.0,3.0
26.0,24.0,9.0,35.0,12.0,3.0
33.0,25.0,9.0,23.0,12.0,2.0
50.0,24.0,11.0,23.0,10.0,2.0
38.0,23.0,6.0,18.0,7.0,2.0
63.0,25.0,13.0,20.0,8.0,2.0
59.0,26.0,12.0,30.0,13.0,2.0
55.0,25.0,11.0,35.0,13.0,2.0
40.0,24.0,9.0,32.0,12.0,2.0
36.0,24.0,9.0,34.0,15.0,2.0
46.0,26.0,15.0,28.0,18.0,2.0
53.0,28.0,8.0,26.0,12.0,2.0
28.0,25.0,13.0,23.0,14.0,2.0
45.0,25.0,13.0,29.0,15.0,2.0
29.0,24.0,7.0,30.0,9.0,3.0
68.0,26.0,22.0,30.0,14.0,1.0
66.0,26.0,12.0,29.0,16.0,2.0
27.0,25.0,6.0,24.0,7.0,2.0
41.0,25.0,10.0,40.0,16.0,2.0
50.0,27.0,10.0,41.0,16.0,2.0
64.0,25.0,13.0,27.0,15.0,2.0
37.0,40.0,14.0,22.0,12.0,2.0
24.0,40.0,9.0,21.0,8.0,2.0
19.0,40.0,12.0,19.0,10.0,2.0
19.0,40.0,12.0,20.0,9.0,3.0
18.0,40.0,7.0,28.0,6.0,3.0
25.0,40.0,10.0,22.0,11.0,2.0
17.0,39.0,10.0,21.0,9.0,3.0
31.0,40.0,13.0,19.0,9.0,2.0
30.0,40.0,13.0,20.0,8.0,2.0
21.0,40.0,7.0,16.0,5.0,3.0
33.0,40.0,12.0,19.0,5.0,2.0
43.0,40.0,11.0,25.0,9.0,2.0
34.0,39.0,11.0,26.0,9.0,2.0
42.0,40.0,11.0,25.0,12.0,2.0
43.0,40.0,11.0,23.0,13.0,2.0
38.0,40.0,22.0,21.0,15.0,2.0
37.0,41.0,10.0,22.0,11.0,2.0
25.0,39.0,16.0,20.0,13.0,2.0
33.0,39.0,12.0,24.0,12.0,2.0
21.0,39.0,10.0,23.0,10.0,3.0
59.0,40.0,21.0,25.0,12.0,2.0
51.0,40.0,16.0,24.0,11.0,2.0
42.0,39.0,9.0,13.0,6.0,2.0
16.0,39.0,9.0,19.0,4.0,3.0
48.0,39.0,11.0,23.0,13.0,2.0
59.0,40.0,13.0,30.0,12.0,2.0
68.0,39.0,18.0,24.0,14.0,1.0
70.0,29.0,26.0,15.0,34.0,1.0
5.0,28.0,9.0,14.0,25.0,2.0
23.0,27.0,5.0,16.0,10.0,3.0
32.0,28.0,9.0,14.0,17.0,2.0
62.0,28.0,8.0,14.0,35.0,3.0
59.0,21.0,4.0,24.0,6.0,3.0
7.0,22.0,5.0,20.0,7.0,3.0
66.0,23.0,6.0,17.0,11.0,3.0
30.0,31.0,9.0,15.0,21.0,2.0
31.0,27.0,7.0,13.0,11.0,2.0
23.0,36.0,6.0,10.0,13.0,3.0
35.0,38.0,11.0,11.0,42.0,2.0
27.0,27.0,5.0,20.0,8.0,2.0
36.0,24.0,9.0,20.0,11.0,2.0
32.0,24.0,10.0,18.0,17.0,2.0
24.0,21.0,7.0,22.0,9.0,3.0
44.0,33.0,25.0,14.0,37.0,2.0
38.0,41.0,8.0,17.0,17.0,2.0
27.0,24.0,16.0,14.0,33.0,2.0
32.0,22.0,10.0,21.0,15.0,2.0
29.0,22.0,8.0,18.0,12.0,2.0
56.0,25.0,20.0,16.0,40.0,2.0
49.0,28.0,8.0,21.0,12.0,2.0
24.0,28.0,4.0,11.0,7.0,3.0
28.0,31.0,7.0,13.0,23.0,2.0
24.0,21.0,7.0,22.0,18.0,3.0
39.0,27.0,10.0,25.0,24.0,2.0
50.0,22.0,9.0,22.0,13.0,2.0
37.0,20.0,12.0,12.0,17.0,2.0
38.0,20.0,15.0,14.0,28.0,2.0
49.0,19.0,21.0,17.0,35.0,2.0
51.0,22.0,18.0,19.0,31.0,2.0
52.0,20.0,16.0,16.0,30.0,2.0
51.0,20.0,22.0,15.0,37.0,2.0
57.0,23.0,23.0,19.0,31.0,2.0
47.0,21.0,16.0,11.0,19.0,2.0
36.0,23.0,15.0,10.0,22.0,3.0
45.0,20.0,20.0,14.0,27.0,2.0
27.0,19.0,9.0,15.0,21.0,3.0
44.0,24.0,12.0,13.0,25.0,2.0
37.0,27.0,13.0,13.0,25.0,2.0
39.0,23.0,14.0,10.0,19.0,2.0
45.0,29.0,18.0,13.0,34.0,2.0
55.0,32.0,13.0,21.0,36.0,2.0
59.0,25.0,19.0,20.0,45.0,2.0
64.0,30.0,15.0,25.0,40.0,1.0
60.0,29.0,14.0,24.0,35.0,2.0
55.0,28.0,16.0,19.0,31.0,2.0
43.0,21.0,11.0,18.0,17.0,2.0
38.0,21.0,13.0,14.0,18.0,2.0
37.0,23.0,11.0,12.0,16.0,2.0
32.0,21.0,10.0,9.0,15.0,2.0
25.0,22.0,9.0,14.0,17.0,3.0
50.0,23.0,19.0,19.0,28.0,2.0
53.0,29.0,13.0,18.0,33.0,2.0
54.0,20.0,15.0,31.0,31.0,2.0
55.0,19.0,19.0,21.0,37.0,2.0
53.0,24.0,15.0,14.0,30.0,2.0
43.0,22.0,13.0,15.0,23.0,2.0
48.0,45.0,13.0,38.0,18.0,2.0
55.0,50.0,12.0,53.0,21.0,2.0
59.0,46.0,19.0,50.0,30.0,2.0
56.0,45.0,16.0,49.0,28.0,2.0
65.0,54.0,16.0,59.0,26.0,2.0
71.0,59.0,23.0,52.0,31.0,2.0
60.0,29.0,23.0,51.0,27.0,2.0
52.0,28.0,16.0,41.0,15.0,2.0
51.0,27.0,13.0,33.0,15.0,2.0
56.0,42.0,21.0,42.0,26.0,2.0
38.0,26.0,9.0,43.0,9.0,3.0
51.0,27.0,12.0,45.0,19.0,2.0
40.0,29.0,11.0,41.0,16.0,2.0
50.0,27.0,12.0,37.0,15.0,2.0
51.0,33.0,15.0,49.0,19.0,2.0
67.0,41.0,13.0,57.0,25.0,2.0
78.0,55.0,20.0,53.0,41.0,1.0
78.0,43.0,14.0,74.0,23.0,1.0
73.0,39.0,13.0,59.0,26.0,2.0
61.0,41.0,15.0,56.0,24.0,2.0
47.0,29.0,11.0,51.0,14.0,2.0
45.0,30.0,13.0,43.0,17.0,2.0
48.0,30.0,9.0,44.0,11.0,2.0
33.0,27.0,11.0,37.0,8.0,2.0
36.0,29.0,9.0,41.0,13.0,2.0
57.0,35.0,18.0,53.0,21.0,2.0
62.0,49.0,12.0,63.0,19.0,2.0
57.0,43.0,15.0,71.0,18.0,2.0
65.0,48.0,18.0,67.0,25.0,2.0
53.0,34.0,13.0,55.0,17.0,2.0
39.0,30.0,12.0,48.0,18.0,2.0
62.0,28.0,13.0,21.0,14.0,2.0
54.0,26.0,13.0,41.0,14.0,2.0
57.0,27.0,18.0,38.0,20.0,2.0
56.0,29.0,13.0,28.0,19.0,2.0
54.0,31.0,11.0,39.0,20.0,2.0
54.0,27.0,17.0,34.0,18.0,2.0
64.0,28.0,18.0,31.0,19.0,2.0
53.0,28.0,11.0,18.0,10.0,2.0
41.0,30.0,7.0,19.0,10.0,2.0
60.0,28.0,14.0,25.0,14.0,2.0
29.0,26.0,7.0,28.0,11.0,2.0
66.0,29.0,13.0,29.0,15.0,2.0
53.0,29.0,7.0,23.0,9.0,2.0
52.0,28.0,10.0,16.0,10.0,2.0
51.0,28.0,9.0,25.0,10.0,2.0
59.0,40.0,8.0,41.0,18.0,2.0
71.0,32.0,11.0,39.0,19.0,1.0
61.0,35.0,7.0,42.0,18.0,2.0
59.0,33.0,7.0,39.0,14.0,2.0
65.0,31.0,12.0,45.0,17.0,1.0
81.0,27.0,15.0,37.0,16.0,1.0
62.0,26.0,15.0,36.0,10.0,2.0
51.0,26.0,9.0,27.0,8.0,2.0
43.0,26.0,6.0,27.0,8.0,2.0
38.0,26.0,7.0,28.0,9.0,2.0
55.0,27.0,13.0,39.0,11.0,2.0
51.0,30.0,11.0,56.0,19.0,2.0
47.0,27.0,10.0,43.0,17.0,2.0
51.0,26.0,14.0,48.0,21.0,2.0
59.0,29.0,10.0,33.0,20.0,2.0
56.0,12.0,18.0,32.0,25.0,2.0
56.0,40.0,13.0,19.0,9.0,2.0
46.0,39.0,17.0,29.0,14.0,2.0
