pm10,so2,co,o3,no2,kategori
55.232178537952755,12.922607154015749,25.922607154015747,210.38696422992126,17.767821462047245,0.0
68.10697101380248,24.471634783437022,11.471634783437022,204.68557681104198,14.207452175155534,0.0
58.0,24.0,8.130258280948826,209.06512914047443,10.918588574406984,0.0
74.03505780962244,25.0,18.543855047634224,208.54385504763422,19.771927523817112,0.0
65.6950788396673,24.58743430027725,21.6950788396673,205.0,6.0,0.0
57.25526208196682,19.20197072540875,36.71249488934239,206.05329135655808,20.25526208196682,0.0
56.49731573153255,12.500894756155816,26.998210487688368,210.99821048768837,15.50447378077908,0.0
53.551659637634565,4.48278012078848,25.51721987921152,202.4139006039424,14.413900603942396,0.0
69.39815348672691,25.0,19.02430755752259,204.30092325663654,21.02430755752259,0.0
80.92887794354039,23.07112205645962,29.690374018819874,234.15481299059007,6.387032476475158,0.0
56.79792803043578,21.59585606087156,11.606215908692661,205.39378409130734,14.00517992391055,0.0
72.94786345163422,20.480448794362832,19.934829314542775,204.45438052017994,7.026068274182889,0.0
55.42520164157378,12.858266119475406,26.283467761049188,210.2834677610492,17.291330597377033,0.0
64.24693122673412,12.780866403341765,27.219133596658235,205.75306877326588,14.56173280668353,0.0
89.06675726139892,20.391099031813475,27.413351452279784,207.19554951590675,12.240054356839355,0.0
72.12607398591975,20.172277744719903,18.126073985919742,201.39075924823996,7.436963007040129,0.0
30.04139720318697,11.668822374504224,10.124191609560917,202.33117762549577,14.052080391965204,0.0
68.15266850486802,26.461832873782996,13.461832873782996,203.8072506893255,18.13454178155425,0.0
57.15103180959299,9.736084825581312,27.43402120639533,208.60412723837197,12.717010603197664,0.0
64.22225882788797,14.736088232570017,31.444517655775947,271.48617059531796,18.652782353485996,0.0
43.636890959805086,22.40942990273184,11.181968845658595,216.77253894292676,2.1819688456585955,0.0
43.37171184569709,7.0,13.743423691394181,216.3717118456971,12.743423691394181,0.0
46.72657648420553,24.395656311274983,12.064736138344436,215.66907982706945,3.064736138344437,0.0
32.79058799156998,21.931927179390364,206.46596358969518,13.178012136768274,206.46596358969518,0.0
66.1205909541893,21.969852261452676,26.0,203.545221607821,6.969852261452675,0.0
92.0,13.122217589109471,26.280554397277367,231.93196123947817,11.420831595916052,0.0
58.0,26.4600764660847,11.936122345735523,209.49201529321695,9.031938827132239,0.0
60.69714791095191,24.302852089048088,8.373321541112201,217.90855626714426,13.161913184919857,0.0
57.13286530920756,30.069942835547085,15.13286530920756,212.13286530920755,6.0,0.0
61.599500943778224,22.7993345917043,15.199001887556449,204.19983364792608,6.0,0.0
53.62407943851496,14.090239591647247,19.533839846867718,264.9548802041764,13.112799489559059,0.0
58.91733928837872,28.178283162123407,14.917339288378718,202.8217168378766,4.5478112252510625,0.0
54.06962570924945,7.55221928193709,44.58703213656182,210.345735350218,20.93037429075055,0.0
41.85974809851987,5.514025190148012,12.971949619703976,210.94389923940795,11.028050380296024,0.0
69.4739616349962,16.344699370906326,28.08617484272658,224.4308742136329,18.43986352227722,0.0
56.03464639289296,20.00866159822324,13.96535360710704,202.99133840177677,16.06063118756268,0.0
62.01316875394,23.35089167192,16.02633750788,204.33772291798,6.0,0.0
55.34968928845093,12.88343690384969,25.88343690384969,210.58281548075155,17.65031071154907,0.0
43.0,16.49111498086544,17.059773521048015,214.79644599234618,7.50888501913456,0.0
72.27338810691211,14.276147526125527,32.82844257837658,241.3110108942929,10.241284157958159,0.0
28.42019501946953,7.354706049557443,11.548431316814186,212.61254946548652,8.8390192176993,0.0
43.10708560311751,5.085668482494011,16.021417120623504,230.05354280155876,12.967874319064746,0.0
57.53943008147286,30.41600396386625,13.337143800920536,202.0,4.1348575203682145,0.0
34.70571419695198,5.713214274618998,12.573571450762005,211.294285803048,12.0,0.0
63.263441672047016,24.968818340865823,19.55806500322821,205.29462333118119,5.705376668818807,0.0
77.0,22.0,23.494519774981555,203.48355932494465,5.0,0.0
49.15028035845595,9.624299103860126,21.6994392830881,213.3005607169119,18.549158924632152,0.0
77.0,22.0,24.900706237679938,207.70211871303982,5.0,0.0
43.0,19.083783353154402,14.207838311530159,215.83351334126175,4.916216646845599,0.0
71.17197598326369,25.276008005578767,19.1719759832637,203.0,21.447983988842466,0.0
81.12210194222381,8.882843931776904,36.0,209.4488407768895,15.107264320221667,0.0
30.73311898125509,5.216639872656886,13.566720254686228,215.2668810187449,12.0,0.0
54.71698903110307,12.858494515551534,25.81132602073538,210.14150548444846,18.047168494816155,0.0
45.46359735468578,9.844352314649939,20.76820132265711,214.23179867734288,12.307949669335724,0.0
60.597882945936405,22.960846821625438,5.402117054063597,210.03915317837456,14.117459535123684,0.0
61.83379530459538,23.64612206537211,16.187673239223265,205.91689765229768,18.187673239223265,0.0
29.989232018084657,5.123654002260582,13.752691995478836,216.01076798191534,12.0,0.0
49.464549016237854,10.976366010825235,20.19682352435678,267.2440915027063,9.464549016237854,0.0
48.869977106734254,5.608577969504499,17.08713304574325,217.0,13.30428898475225,0.0
49.25785331993116,10.128926659965577,22.171902213287435,212.87107334003443,18.95702444667814,0.0
72.52155826760503,25.995209273865548,18.502395363067226,206.01437217840336,18.507186089201678,0.0
56.30327328235077,15.359480915964838,17.528103816807032,234.05620763361406,10.471896183192968,0.0
68.08840532660305,16.0,27.228650660971812,223.2987733281562,18.929877332815618,0.0
55.4824652906544,27.78799187024879,13.235387742212005,233.7529224515576,14.764612257787995,0.0
55.36543522023255,14.096305660697645,22.711083017907065,211.4617408809302,18.0,0.0
68.2367755176767,14.118387758838352,32.032744914772586,204.55919387941918,17.236775517676705,0.0
32.05974717096563,8.470126414517186,12.823375471505729,202.41299622795418,7.059747170965628,0.0
51.92312013441216,6.362674400924706,30.274651198150586,203.1208914669749,20.83509693163804,0.0
73.08596136769997,7.846573550763662,38.595209510781764,208.5092481430818,12.42328677538183,0.0
66.43616028429634,13.218080142148166,27.981360639666743,204.10904007107408,15.436160284296331,0.0
44.66215169576834,6.558565536154442,14.779282768077222,216.1171310723089,13.117131072308885,0.0
62.01214206846276,13.383681379349019,33.16318620650981,272.93054896520783,17.081593103254907,0.0
55.0,6.9370667142960185,25.412586657140796,202.3496533714368,14.349653371436816,0.0
53.76352857302164,26.743514314389444,13.418828561870185,234.23647142697837,14.581171438129815,0.0
43.298742840977326,10.506285795113378,19.90880011315873,214.1949713639093,12.597485681954648,0.0
57.79172075467812,11.953715723261803,24.930573584892706,214.9537157232618,15.092568553476394,0.0
51.872034705250634,5.213275491248941,24.872034705250634,205.3412407859983,17.085310196499577,0.0
66.1638525781511,25.334199206722744,20.499350594957942,204.50064940504205,5.833549801680686,0.0
33.69959956065239,9.300400439347609,13.450600659021413,119.45060065902142,9.300400439347609,1.0
81.94905291552149,18.73612017906222,54.79163946281335,158.83801434801924,26.26387982093778,1.0
67.31313986468835,23.282849661720867,22.343430067655827,105.0,17.0,1.0
71.65966572358391,19.659665723583917,18.0,103.97899717075175,18.021002829248246,1.0
57.96912643647512,38.03087356352488,13.96912643647512,22.907379309425362,25.030873563524878,1.0
73.0,18.81729863496522,42.521623293706526,119.47837670629347,18.0,1.0
59.3331160896443,3.6655804482215135,19.666232179288606,114.66753564142279,11.666883910355697,1.0
54.17109185914366,21.894789145524882,7.552605427237559,109.27630271361878,9.894789145524882,1.0
72.15493856656197,32.0,13.281687144479346,25.43662571104131,23.87325142208262,1.0
74.94021096113738,6.8804219222747705,9.059789038862615,109.94021096113738,10.239156155450459,1.0
54.1881432753131,17.188143275313102,12.0,135.87457114979125,7.0,1.0
23.0,16.508601133198262,130.01720226639654,10.0,130.01720226639654,1.0
22.260109947013515,15.650274867533785,23.349725132466215,101.86994502649324,7.910384814547299,1.0
67.14452659818274,36.85547340181726,12.427736700908628,112.71094680363451,8.710946803634515,1.0
51.679218576188234,19.150937461375165,34.77359380793725,153.52828111481307,6.150937461375163,1.0
37.489454793732456,28.734182190598684,16.265817809401316,124.51054520626755,9.489454793732456,1.0
72.54348750602652,55.91302498794696,24.91302498794696,32.04889686445359,23.45651249397348,1.0
54.95433878750408,10.091322424991843,11.771693937520395,158.13698363748776,6.045661212495921,1.0
19.363677355375465,10.829540330578068,23.170459669421934,119.85229834710967,13.70459669421933,1.0
51.48658223136213,3.9946328925448515,24.508050661182722,166.00536710745516,12.497316446272427,1.0
68.5060486160202,23.481854151939434,15.987902767959623,157.97580553591925,3.4939513839798115,1.0
30.396245262682505,7.479249052536501,19.479249052536503,111.166007579708,6.0415018949269985,1.0
59.551647257182005,22.89670548563599,20.93076540013702,150.172529114227,6.0,1.0
65.89668659678213,40.6826507225743,18.84132536128715,25.261988041930724,16.103313403217875,1.0
62.57167494490816,19.47610835169728,17.0,161.04778329660545,11.26194582415136,1.0
31.332462414717096,8.889179195094302,48.55671678037721,119.2216416098114,15.445895975471506,1.0
59.35631688136472,27.505781830446963,26.425267525458878,132.78158440682358,15.64368311863528,1.0
62.28044172135989,20.29889569660027,10.402208606799464,192.15867483592032,14.719558278640108,1.0
61.35923400726061,21.320382996369695,12.320382996369695,102.67961700363031,7.320382996369695,1.0
56.89515784451171,11.104842155488292,4.118947305639635,108.44757892225586,7.552421077744146,1.0
60.388926850921386,19.22214629815722,36.92595123394759,129.14809753210483,9.38892685092139,1.0
18.273764280384206,4.410646420576312,27.568441070096053,101.0,8.294676789711843,1.0
60.4572516368976,7.914503273795199,56.9145032737952,111.28625818448799,10.829006547590398,1.0
68.45183881342923,3.637040296642693,15.274080593285387,111.08887911007191,10.637040296642693,1.0
52.24512694783229,2.622563473916145,33.17897215870651,103.24512694783229,17.443591315209638,1.0
53.38616253136049,22.25744168757366,19.0,103.12872084378682,5.643604218934148,1.0
75.85439269772726,8.29121460454546,38.13598174431817,102.85439269772726,22.29121460454546,1.0
25.924329817834387,19.037835091082805,104.0189175455414,10.905412272292985,104.0189175455414,1.0
74.0,22.890244072575637,18.55487796371218,186.21951185484872,8.225610181439093,1.0
60.7640753568658,20.47184928626839,25.52815071373161,149.65147250193937,5.764075356865804,1.0
19.936415830855218,15.93641583085522,23.876301002973737,101.81271683382896,9.93641583085522,1.0
70.29964087188812,24.700359128111884,13.0,114.29964087188812,17.649820435944058,1.0
53.3512804642937,14.297439071412601,15.702560928587399,109.0538413928811,22.9461586071189,1.0
5.504822131699681,15.0,29.766877460948884,118.49517786830032,7.262055329249202,1.0
73.70907977375553,101.29092022624447,22.309141018100092,14.600061244344559,66.56361966063331,1.0
69.9280740859787,16.679814785053285,10.607888871031971,122.39211112896803,15.464037042989343,1.0
60.06701424501219,87.64229401708042,33.02784843304143,22.201042735036555,91.59791452992688,1.0
75.51681403424206,8.241592982878966,8.2752210513631,105.0,11.0,1.0
55.657880614219586,5.88156717851632,19.552626871406527,117.67105969289021,10.720657326432292,1.0
51.04249035284116,11.262516078598056,12.0,107.61001286287845,6.347496784280389,1.0
68.33107146672894,17.867571413308422,45.536499946579475,123.0,14.264857173383158,1.0
50.80409097616229,22.21636390464918,18.804090976162296,135.6081819523246,6.0,1.0
54.971883285202594,15.352077809864939,13.028116714797408,126.0,7.3239610950675305,1.0
60.0,21.566105782242147,12.891526445560537,102.0,8.32542066331839,1.0
66.0,17.0,20.166711532946447,137.12503364970982,19.0,1.0
26.0,13.860343466314058,21.683793920211563,123.22793130673719,20.455862613474377,1.0
55.0,46.95904191062603,19.760239522343493,128.14035928351524,17.479520955313014,1.0
55.0,11.910879601386295,19.772280099653425,104.22771990034657,12.089120398613705,1.0
56.0,21.21548083878762,19.0,105.85634610747492,13.71269221494984,1.0
75.0,26.873944198017245,20.37816740594826,106.12605580198276,14.495776792068988,1.0
69.48588119491184,16.50470626836272,38.00941253672544,104.48588119491184,8.495293731637279,1.0
61.0523930216271,7.895213956745803,18.157179064881298,140.42141046755935,7.578589532440649,1.0
43.39320970714563,15.331326694650484,13.0,190.08981456071845,5.49633040324483,1.0
38.0,13.333782548966328,13.667565097932656,110.44414496735578,3.8882899347115636,1.0
60.48225407387609,12.827418024625365,25.69032790149854,106.69032790149853,15.0,1.0
36.627080106742824,14.356279039314575,19.118759679771525,115.0,7.881240320228475,1.0
61.919994104621495,29.56000442153388,14.439995578466121,17.120008843067758,29.879991156932242,1.0
43.56976906357876,13.759692084771679,13.0503848940354,119.18992302119293,5.81007697880708,1.0
69.03634006612214,17.0,40.036340066122136,104.03634006612214,11.109020198366418,1.0
63.50715379450733,18.0,60.084525632417886,137.90116677856744,16.169051264835776,1.0
85.13825292457753,17.36932017518106,58.89203947445682,151.092814326026,27.63067982481894,1.0
53.801026430999876,13.198973569000124,20.198973569000124,134.13264904600007,8.801026430999876,1.0
21.967440316305755,15.0,24.01085322789808,102.0,7.021706455796163,1.0
83.22739886700006,55.54520226599987,11.0,50.22739886700007,23.772601132999934,1.0
65.39200950752874,37.69600475376437,13.436016638175296,22.69600475376437,14.0,1.0
51.87650341494916,9.872494308418062,12.0,106.49799544673445,6.6255011383163875,1.0
82.50141690854498,19.49939275348072,12.498987922467865,126.49979758449358,5.500202415506426,1.0
76.47729261177211,40.06820965648095,10.704541477645577,27.295458522354423,14.181834089417688,1.0
79.76238766124625,21.41253744625125,20.762387661246247,143.0,3.5874625537487494,1.0
54.4494710435165,18.98556315529043,15.057747378838279,191.47834473293565,12.507218422354786,1.0
52.691135902270766,21.845567951135383,29.308864097729234,120.15443204886462,12.691135902270766,1.0
67.30869756656114,25.0,23.38260486687772,105.0,17.0,1.0
58.01277068751176,32.06385343755879,11.05108275004703,144.92337587492946,20.94891724995297,1.0
60.08514362032656,35.82971275934688,10.12771543048984,31.04257181016328,22.829712759346883,1.0
52.604830276614656,11.697584861692674,40.604830276614656,117.79033944677069,9.58067889354139,1.0
53.0,20.932109405293325,18.576145873724432,125.22018234215554,11.355963531568891,1.0
60.84006925478286,12.100173136957144,47.739896117825715,103.94024239174,8.0,1.0
66.0,10.120766011653902,8.280191502913476,113.15942549125957,11.599042485432621,1.0
62.11783263240797,13.353497897223896,19.528669470368136,136.6465021027761,9.764334735184068,1.0
61.14521890003072,14.284927033323092,26.854781099969276,133.7150729666769,14.284927033323092,1.0
74.845501112378,29.154498887622,23.61799555048801,144.53650333713398,19.154498887622,1.0
67.24471583571483,7.797557478566596,47.713010850003755,107.75528416428517,13.776420821425887,1.0
69.64198351256339,22.358016487436615,15.320991756281693,119.6790082437183,17.75305770602815,1.0
64.55521518912256,28.27760759456128,16.0,16.776075945612824,32.44478481087744,1.0
63.274665451668966,13.0,14.254933090333793,140.5098661806676,11.745066909666207,1.0
74.64116734931775,7.905888433788165,30.547055783105918,126.32058367465888,15.773527891552959,1.0
61.76330249907868,6.47339500184264,20.28990749723604,139.355046251382,8.64495374861802,1.0
55.94893212977199,17.974466064885995,12.974466064885997,137.948932129772,7.0,1.0
52.9176506487381,9.13412051899048,24.64940961075714,120.43293974050476,15.56706025949524,1.0
57.471087167215096,22.942174334430195,14.206630750822647,130.26445641639245,5.528912832784902,1.0
59.56888559920504,23.56888559920504,15.137771198410075,143.56888559920503,4.284442799602519,1.0
54.88309924307905,22.0,6.010627341538268,126.02125468307653,7.010627341538268,1.0
83.56927879008694,4.894200756195664,16.0,134.0,9.642319697521735,1.0
42.4227537353021,12.365869397046845,10.365869397046845,107.36586939704685,8.788623132348949,1.0
60.372564454805804,12.908548182686015,26.74512890961161,197.3725644548058,8.418290363462797,1.0
66.38720381026646,19.22559237946708,23.38720381026646,121.38720381026646,13.19360190513323,1.0
56.85885640138744,6.0352858996531396,25.92942820069372,114.10585769895941,14.0,1.0
63.302571878522684,20.697428121477316,13.78971248590926,106.78971248590926,6.0,1.0
35.42137073479841,6.789314632600795,18.183971948901192,103.36794389780239,8.026713418498012,1.0
57.007509693763495,13.0,18.0,155.01877423440874,5.011264540645241,1.0
50.69779244535928,10.597056593812383,17.697792445359287,176.80588681237523,14.798528296906191,1.0
67.95417331292083,28.0,10.045826687079177,102.52291334353959,6.0,1.0
80.66281883229868,27.667766047914665,21.667766047914665,180.32728673646935,17.996701856256006,1.0
94.40450690595556,7.108607274469135,43.838936003832096,112.10860727446914,15.730328729362963,1.0
17.091687849678507,7.868513811182554,34.605541433547664,131.2629723776349,10.605541433547662,1.0
61.20028756344012,26.33285406093313,15.799712436559878,24.200287563440124,25.266570812186625,1.0
67.41556342864602,36.584436571353976,12.29221828567699,112.16887314270795,8.168873142707957,1.0
49.796707882469335,22.99451313744889,17.401097372510222,107.59890262748978,7.0,1.0
68.58341162998038,20.722274419986917,25.277725580013083,163.16682325996075,20.305686049967292,1.0
66.43561050398586,12.521463165338048,20.478536834661952,120.0,7.871221007971709,1.0
52.81717042229964,11.817170422299636,34.914147888501816,108.5484887331011,10.817170422299636,1.0
75.80795714298664,55.90397857149332,15.903978571493322,50.76817142805343,21.807957142986645,1.0
66.54484637765695,37.363788405585765,11.0,106.0896927553139,20.0896927553139,1.0
59.607797366705256,19.738531577803503,11.738531577803503,145.34632894450877,6.607797366705254,1.0
62.90026308202101,10.800526164042019,57.19947383595798,110.20210465616807,13.70078924606303,1.0
51.0,19.80974335462529,13.74632447283372,107.8097433546253,6.93658111820843,1.0
56.183831473309745,27.816168526690255,12.088224702253672,163.54411235112684,7.639719122182909,1.0
107.09977898235384,4.089580066472303,21.560088407058462,77.78004420352923,10.439911592941538,1.0
68.81054438621653,16.052721931082697,8.052721931082697,118.75782245513385,17.431633158649618,1.0
54.255169333176326,25.510338666352656,15.872415333411837,121.25516933317633,5.744830666823672,1.0
37.363190405802996,16.544785608704494,17.455214391295506,156.7288335796895,15.08957121740899,1.0
106.93508714411706,51.010818809313825,19.0,56.93508714411707,10.177539448626831,1.0
64.14593675651376,18.145936756513763,18.109452567385322,183.03648418912843,5.109452567385322,1.0
72.72610098535627,37.0,11.821697043931174,102.82169704393118,7.0,1.0
41.92712627592073,9.0,49.599194517564015,144.96356313796036,5.291494896317081,1.0
67.14196676787813,4.047322255959379,23.04732225595938,168.81071097616248,11.0,1.0
53.464886342983355,23.577481057163894,14.732443171491678,194.0,4.577481057163893,1.0
63.64048587881964,7.640485878819639,16.078542363541082,105.07854236354108,10.719028242360721,1.0
54.37588631970843,10.375886319708426,19.375886319708428,104.0,12.375886319708426,1.0
61.20306270226891,14.265645765910364,26.796937297731095,133.73435423408964,14.265645765910364,1.0
56.7135617292048,13.0,21.3567808646024,132.6432191353976,8.3216095676988,1.0
69.97598952613905,12.609843736801318,59.68307289466886,110.46338542106622,11.85354168426491,1.0
59.43999487832055,3.759979513282201,25.2400204867178,106.0,17.19997439160275,1.0
71.17020484443293,23.0,24.170204844432927,108.17020484443293,16.340409688865854,1.0
67.33532316384104,24.335323163841032,48.0025583535099,121.66723518966887,19.0008527845033,1.0
107.04299012300969,20.944726984701834,27.116687476740573,82.0307072307212,15.006141446144241,1.0
54.729899761982345,28.635050119008827,17.635050119008827,115.09484964297351,7.025274102062033,1.0
42.70628391458738,4.412567829174761,16.14685804270631,101.57342902135315,10.720287064059464,1.0
83.76411604189867,4.0,39.536543515712005,152.2358839581013,13.154485494762666,1.0
55.58915897140932,22.0,20.0,125.39728974285234,7.205420514295339,1.0
21.019295107157415,9.0,26.56753287505095,105.0,14.56753287505095,1.0
45.0,10.049742045695446,10.633505302869704,141.31675265143485,3.683247348565148,1.0
37.7872721132458,18.1063639433771,18.94681802831145,127.84045408493435,3.473409014155725,1.0
57.83882431191935,14.580587844040325,104.41941215595968,8.16117568808065,104.41941215595968,1.0
13.91896525368932,18.359113074590844,110.67955653729543,5.880295641803051,110.67955653729543,1.0
64.0,15.516249635025888,13.303249927005178,107.21299970802072,17.909749781015535,1.0
63.77636732590034,12.0,21.77636732590034,119.0,12.33544901114949,1.0
65.0,13.889411074370042,19.77764723140749,119.77764723140749,5.444705537185021,1.0
49.71150407745497,11.576991845090056,16.730975535270172,143.42300815490995,10.576991845090056,1.0
80.0,46.453804515167135,9.636548871208216,28.0,19.1807067727507,1.0
67.8921223301091,6.928081553406066,9.035959223296967,137.96404077670303,9.964040776703033,1.0
54.336043430107395,52.476577632872484,10.953155265744972,115.71893159446982,9.906310531489941,1.0
65.02468734988125,20.962968975178132,24.962968975178132,109.96296897517813,20.972474261812906,1.0
84.68533022372633,30.949327891521076,19.736002332205253,115.26399766779474,15.365341884752594,1.0
50.16383021253946,20.672339574921082,14.58191510626973,173.83616978746053,6.327660425078919,1.0
61.8537650756014,14.707530151202807,31.292469848797193,123.04874497479953,17.902510050400934,1.0
58.60662334059016,102.83885278382513,43.23222944323497,20.767770556765026,85.50242441057924,1.0
49.6170456615167,23.765908676966596,16.234091323033404,116.85113698455011,7.085228307583505,1.0
77.08112730861538,21.040563654307686,12.405636543076868,156.0,8.959436345692314,1.0
63.02549081419781,13.0,13.487254592901095,141.53823622129673,14.563727035494527,1.0
68.07444541386026,103.32712954884498,34.25268413498471,23.018611353465065,68.90694323267466,1.0
64.41391230024311,24.0,18.853478075060778,19.43956577481767,39.97434652542544,1.0
82.00841782219766,10.487373266703507,16.336139274065886,138.33613927406589,13.336139274065888,1.0
62.01701749772052,20.940438757978164,9.991491251139738,163.9744737534192,8.04254374430131,1.0
42.84758633785588,19.39034535142353,18.304827324288233,129.30482732428823,8.237931689279414,1.0
63.42785008112109,23.9349537463125,115.24186921828907,10.241869218289063,115.24186921828907,1.0
67.0,36.95173637739104,9.048263622608953,26.951736377391047,11.337845358262676,1.0
63.879396409274335,13.93969820463717,18.0,119.96984910231859,32.547736534778764,1.0
57.37255636153206,37.0588345422981,14.0,113.0,7.882330915403803,1.0
42.5618940258097,16.65715896128545,25.752423896761204,108.43810597419031,3.657158961285451,1.0
62.77334690999836,12.0,14.0,102.54669381999672,5.0,1.0
70.93586480101696,8.0,12.192405596949106,152.55105360711875,8.935864801016965,1.0
77.89914575813907,11.302562725582803,36.6974372744172,155.0,13.899145758139065,1.0
68.47706879434892,24.045862411302167,16.30732801412771,119.73853439717446,20.26146560282554,1.0
48.18873246783491,32.18873246783491,16.062910822611638,106.81126753216509,8.811267532165092,1.0
53.96786583809604,15.0,17.96786583809604,103.96786583809603,7.279776396826728,1.0
52.98107489201194,11.971612338017911,34.03785021597612,107.99053744600597,11.037850215976118,1.0
58.94632235470779,21.05367764529221,20.0,126.0,7.892644709415576,1.0
54.864016933465535,12.864016933465537,8.944038100297458,161.2160042333664,6.567991533267231,1.0
25.80280017220649,3.1760500645774328,15.922549849319324,166.70420025830973,10.725350021525811,1.0
57.82997160960727,7.17002839039273,17.219981073071512,107.60999053653576,12.219981073071514,1.0
29.0,3.0,19.761571839982565,150.1589521066783,9.158952106678289,1.0
45.092741922171925,6.636592740271491,14.273185480542981,184.36340725972852,10.819556441628942,1.0
57.12331164327489,8.75337671345023,30.863181502924196,127.36993492982465,18.630065070175345,1.0
58.0,4.94536642854377,21.83609928563131,194.94536642854376,9.78146571417508,1.0
70.35566457925374,20.47113291585075,17.0,176.58660125244776,7.528867084149251,1.0
73.69131791979488,7.577170520051279,7.577170520051279,117.57717052005128,12.154341040102558,1.0
59.39007941870158,17.53664019376614,10.92671961246772,121.07328038753228,5.46335980623386,1.0
56.915782337674415,22.389478441550388,14.0,163.08421766232559,3.305260779224806,1.0
28.43299703890748,3.0,33.756003948123364,154.0,19.92098914266076,1.0
61.53201522468939,14.438418269627267,30.90640304493788,123.37438782024849,18.09359695506212,1.0
60.89476586144631,2.315794310241051,26.368411379517898,106.31579431024105,14.684205689758949,1.0
71.66947093191652,36.17367732979129,13.165264534041743,24.834735465958257,20.165264534041743,1.0
56.0,1.728668994704243,33.27133100529576,106.0,11.0,1.0
79.45312555380505,48.546874446194956,4.546874446194954,33.0,16.453125553805044,1.0
59.39395149860402,12.868682833798662,17.606048501395986,159.08077983659064,8.0,1.0
18.926740583811764,6.929588564549019,39.357753138729414,147.71265829672157,8.64224686127059,1.0
28.263353580153574,5.868323209923212,29.604969629769638,108.73664641984642,8.0,1.0
18.44589937006406,11.0,21.21640251974377,115.8787044095516,9.770503149679714,1.0
64.70656574789174,20.52895616807217,13.0,32.52895616807217,22.47104383192783,1.0
55.37764664990395,33.84289643088745,116.48036205386093,11.480362053860931,116.48036205386093,1.0
85.85435004211332,19.805800056151107,22.048549985962225,121.61160011230221,9.194199943848893,1.0
60.36236097882449,21.275278042351022,23.76826342588571,148.95645853176327,6.0,1.0
59.02045036707795,49.03067555061692,17.04090073415589,39.02045036707795,20.020450367077945,1.0
18.233475418527462,7.837553281947798,23.395922136579664,130.27918442731593,8.279184427315933,1.0
66.07218621657026,2.4288744866281062,34.64331172994216,140.8577489732562,18.571125513371893,1.0
56.061474657329825,4.040983104886552,33.979508447556725,164.31967229837116,18.381146955700977,1.0
64.43406369628819,16.65109554443228,29.34890445556772,155.65109554443228,11.302191088864562,1.0
56.924824350937435,28.308274783645814,13.924824350937437,134.54137391822906,8.308274783645812,1.0
55.67757726910785,9.161211365446075,31.67757726910785,195.08060568272305,19.75818295183089,1.0
58.499565948014734,18.49956594801473,13.497829740073659,123.0,5.0,1.0
59.17910095991294,21.641798080174127,36.11940063994196,130.76119872011608,8.179100959912937,1.0
75.86293769110179,5.137062308898211,33.58881307330537,155.58881307330537,13.431468845550894,1.0
70.74406360421642,23.383904593675368,19.25593639578358,117.12796819789179,5.127968197891789,1.0
54.00203567224008,21.99847324581994,6.0025445903001,118.00050891806002,6.99898216387996,1.0
51.0,11.83052692587087,18.983161555225223,102.33894614825826,14.0,1.0
55.711397364968235,24.01010922261118,14.144301317515882,164.1443013175159,3.144301317515883,1.0
59.0,24.30254676497552,14.605093529951041,102.69745323502448,3.9076402949265625,1.0
121.12092304757083,30.316858968243924,12.170346142839062,97.63371793648784,20.732564127024308,1.0
74.79189429462018,29.27747427383976,22.86126286308012,145.1040528526899,18.96531571577003,1.0
48.06047151897281,22.43628291138369,14.939528481027187,175.0,4.375811392410875,1.0
63.95035691233076,18.099286175338477,18.148929263007716,132.2482154383462,9.851070736992286,1.0
109.56329123975938,2.1915611680320835,48.10717284835292,128.5210970799198,15.670464088112292,1.0
99.75989005083645,3.4986813265551406,62.48549459210655,125.25329668361215,20.245384642942994,1.0
64.47503731971163,41.160059711538615,20.895007463942328,109.47503731971163,19.475037319711635,1.0
78.9669342386755,54.48346711933775,11.241733559668878,42.51653288066225,23.96693423867551,1.0
38.491726342917666,15.254136828541169,25.237589514376495,105.2375895143765,9.47517902875299,1.0
24.20504286500717,17.20504286500717,21.05994284665711,102.0,9.940057153342892,1.0
73.583660225791,24.291830112895493,31.153050188159156,132.0,11.0,1.0
48.141894995286926,12.141894995286926,9.070947497643463,134.42568498586078,7.787157507069612,1.0
56.0,36.138871864153174,10.27774372830635,33.8890250867746,25.0,1.0
77.82301314198483,41.675524093638856,42.5147489048346,106.57374452417298,14.485251095165403,1.0
63.20905062522799,21.52729958318134,13.0,33.52729958318134,21.47270041681866,1.0
108.46677440257092,26.177741865809693,8.73338720128546,72.55564533547576,14.822258134190307,1.0
69.4463336993787,33.30791712422337,28.41524972546598,122.4463336993787,25.553666300621305,1.0
72.69113508771612,7.563711695905372,24.308864912283884,103.87257660818925,12.691135087716116,1.0
30.160383760301684,7.432076752060337,19.432076752060336,111.54338598351731,6.135846495879326,1.0
66.46949635168463,30.234748175842313,8.765251824157687,106.06100729663075,8.408489055053874,1.0
34.99834793475646,14.002478097865309,30.99834793475646,132.00165206524355,7.4979349184455755,1.0
63.20510486393254,19.97447568033729,15.205104863932542,107.58979027213492,6.410209727865084,1.0
57.03447352702963,20.02068411621778,12.0,134.0275788216237,7.0,1.0
59.70137475987563,24.865750160082914,16.26849967983417,22.43287508004146,31.402749519751254,1.0
80.9005320405901,4.801064081180183,30.099467959409907,111.0994679594099,13.099467959409909,1.0
36.83983360672318,7.773444262184547,18.16016639327682,127.4531114756309,5.0,1.0
